s_no,state,district,block_name,categorization
441,ANDHRA PRADESH,Prakasam,MARKAPUR,semi_critical
442,ANDHRA PRADESH,Prakasam,MARRIPUDI,safe
443,ANDHRA PRADESH,Prakasam,MUNDLAMURU,safe
444,ANDHRA PRADESH,Prakasam,NAGULUPPALAPADU,safe
445,ANDHRA PRADESH,Prakasam,ONGOLE,safe
446,ANDHRA PRADESH,Prakasam,PAMUR,safe
447,ANDHRA PRADESH,Prakasam,PEDAARAVEEDU,over_exploited
448,ANDHRA PRADESH,Prakasam,PEDACHERLOPALLE,safe
449,ANDHRA PRADESH,Prakasam,PODILI,safe
450,ANDHRA PRADESH,Prakasam,PONNALURU,safe
451,ANDHRA PRADESH,Prakasam,PULLALACHERUVU,over_exploited
452,ANDHRA PRADESH,Prakasam,RACHERLA,over_exploited
453,ANDHRA PRADESH,Prakasam,SANTHANUTHLAPADU,safe
454,ANDHRA PRADESH,Prakasam,SINGARAYAKONDA,safe
455,ANDHRA PRADESH,Prakasam,TANGUTUR,safe
456,ANDHRA PRADESH,Prakasam,TARLAPADU,safe
457,ANDHRA PRADESH,Prakasam,THALLUR,safe
458,ANDHRA PRADESH,Prakasam,TRIPURANTHAKAM,semi_critical
459,ANDHRA PRADESH,Prakasam,VELIGANDLA,safe
460,ANDHRA PRADESH,Prakasam,YERRAGONDAPALEM,semi_critical
461,ANDHRA PRADESH,Prakasam,ZARUGUMILLI,safe
462,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,ALLUR,safe
463,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,ANANTHASAGARAM,safe
464,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,ANUMASAMUDRAMPETA,safe
465,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,ATMAKUR (NELLORE),safe
466,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,BOGOLE,safe
467,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,BUCCHIREDDIPALEM,safe
468,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,CHEJERLA,safe
469,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,DAGADARTHI,safe
470,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,DUTTALUR,safe
471,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,GUDLURU,safe
472,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,INDUKURPET,semi_critical
473,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,JALADANKI,safe
474,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,KALIGIRI,safe
475,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,KALUVOYA,safe
476,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,KANDUKUR,safe
477,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,KAVALI,safe
478,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,KODAVALUR,safe
479,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,KONDAPURAM (NELLORE),safe
480,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,KOVUR,safe
481,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,LINGASAMUDRAM,safe
482,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,MANUBOLU,safe
483,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,MARRIPADU,safe
484,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,MUTHUKUR,safe
485,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,NELLORE URBAN,safe
486,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,PODLAKUR,safe
487,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,RAPUR,safe
488,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,SANGAM,safe
489,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,SEETHARAMAPURAM,safe
490,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,SYDAPURAM,safe
491,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,THOTAPALLIGUDUR,safe
492,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,UDAYAGIRI,safe
493,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,ULAVAPADU,safe
494,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,VARIKUNTAPADU,safe
495,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,VENKATACHALAM,safe
496,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,VIDAVALUR,safe
497,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,VINJAMUR,safe
498,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,VOLETIVARIPALEM,safe
499,ANDHRA PRADESH,Sri Sathya Sai,AGALI,critical
500,ANDHRA PRADESH,Sri Sathya Sai,AMADAGUR,semi_critical
501,ANDHRA PRADESH,Sri Sathya Sai,AMARAPURAM,safe
502,ANDHRA PRADESH,Sri Sathya Sai,BATHALAPALLE,safe
503,ANDHRA PRADESH,Sri Sathya Sai,BUKKAPATNAM,safe
504,ANDHRA PRADESH,Sri Sathya Sai,CHENNE KOTHAPALLE,safe
505,ANDHRA PRADESH,Sri Sathya Sai,CHILAMATHUR,safe
506,ANDHRA PRADESH,Sri Sathya Sai,DHARMAVARAM,safe
507,ANDHRA PRADESH,Sri Sathya Sai,GANDLAPENTA,over_exploited
508,ANDHRA PRADESH,Sri Sathya Sai,GORANTLA,safe
509,ANDHRA PRADESH,Sri Sathya Sai,GUDIBANDA,semi_critical
510,ANDHRA PRADESH,Sri Sathya Sai,HINDUPUR,over_exploited
511,ANDHRA PRADESH,Sri Sathya Sai,KADIRI,safe
512,ANDHRA PRADESH,Sri Sathya Sai,KANAGANAPALLE,safe
513,ANDHRA PRADESH,Sri Sathya Sai,KOTHACHERUVU,safe
514,ANDHRA PRADESH,Sri Sathya Sai,LEPAKSHI,semi_critical
515,ANDHRA PRADESH,Sri Sathya Sai,MADAKASIRA,safe
516,ANDHRA PRADESH,Sri Sathya Sai,MUDIGUBBA,safe
517,ANDHRA PRADESH,Sri Sathya Sai,NALLACHERUVU,semi_critical
518,ANDHRA PRADESH,Sri Sathya Sai,NALLAMADA,safe
519,ANDHRA PRADESH,Sri Sathya Sai,NAMBULIPULIKUNTA,semi_critical
520,ANDHRA PRADESH,Sri Sathya Sai,OBULADEVARACHERUVU,safe
521,ANDHRA PRADESH,Sri Sathya Sai,PARIGI,safe
522,ANDHRA PRADESH,Sri Sathya Sai,PENU KONDA,safe
523,ANDHRA PRADESH,Sri Sathya Sai,PUTTAPARTHI,safe
524,ANDHRA PRADESH,Sri Sathya Sai,RAMAGIRI,safe
525,ANDHRA PRADESH,Sri Sathya Sai,RODDAM,safe
526,ANDHRA PRADESH,Sri Sathya Sai,ROLLA,over_exploited
527,ANDHRA PRADESH,Sri Sathya Sai,SOMANDEPALLE,safe
528,ANDHRA PRADESH,Sri Sathya Sai,TADIMARRI,safe
529,ANDHRA PRADESH,Sri Sathya Sai,TALUPULA,safe
530,ANDHRA PRADESH,Sri Sathya Sai,TANAKAL,over_exploited
531,ANDHRA PRADESH,Srikakulam,AMADALAVALASA,safe
532,ANDHRA PRADESH,Srikakulam,BURJA,safe
533,ANDHRA PRADESH,Srikakulam,ETCHERLA,safe
534,ANDHRA PRADESH,Srikakulam,GANGUVARI SINGADAM,safe
535,ANDHRA PRADESH,Srikakulam,GARA,safe
536,ANDHRA PRADESH,Srikakulam,HIRAMANDALAM,safe
537,ANDHRA PRADESH,Srikakulam,ICHCHAPURAM,safe
538,ANDHRA PRADESH,Srikakulam,JALUMURU,safe
539,ANDHRA PRADESH,Srikakulam,KANCHILI,safe
540,ANDHRA PRADESH,Srikakulam,KAVITI,safe
541,ANDHRA PRADESH,Srikakulam,KOTABOMMAL,safe
542,ANDHRA PRADESH,Srikakulam,KOTHURU,safe
543,ANDHRA PRADESH,Srikakulam,LAVERU,over_exploited
544,ANDHRA PRADESH,Srikakulam,LAXMINARASAMPET,safe
545,ANDHRA PRADESH,Srikakulam,MANDASA,safe
546,ANDHRA PRADESH,Srikakulam,MELIAPUTTI,safe
547,ANDHRA PRADESH,Srikakulam,NANDIGAM,safe
548,ANDHRA PRADESH,Srikakulam,NARASANNAPETA,safe
549,ANDHRA PRADESH,Srikakulam,PALASA,safe
550,ANDHRA PRADESH,Srikakulam,PATHAPATNAM,safe
551,ANDHRA PRADESH,Srikakulam,POLAKI,safe
552,ANDHRA PRADESH,Srikakulam,PONDURU,safe
553,ANDHRA PRADESH,Srikakulam,RANASTALAM,over_exploited
554,ANDHRA PRADESH,Srikakulam,SANTHABOMMALI,safe
555,ANDHRA PRADESH,Srikakulam,SARAVAKOTA,safe
556,ANDHRA PRADESH,Srikakulam,SARUBUJJILI,safe
557,ANDHRA PRADESH,Srikakulam,SOMPETA,safe
558,ANDHRA PRADESH,Srikakulam,SRIKAKULAM MANDAL,safe
559,ANDHRA PRADESH,Srikakulam,TEKKALI,safe
560,ANDHRA PRADESH,Srikakulam,VAJRAPUKOTHURU,safe
561,ANDHRA PRADESH,Tirupati,BALAYAPALLE,safe
562,ANDHRA PRADESH,Tirupati,BUCHINAIDU KHANDRI,safe
563,ANDHRA PRADESH,Tirupati,CHANDRAGIRI,safe
564,ANDHRA PRADESH,Tirupati,CHILLAKUR,safe
565,ANDHRA PRADESH,Tirupati,CHINNAGOTTIGALLU,safe
566,ANDHRA PRADESH,Tirupati,CHITTAMUR,safe
567,ANDHRA PRADESH,Tirupati,DAKKILI,safe
568,ANDHRA PRADESH,Tirupati,DORAVARISATRAM,safe
569,ANDHRA PRADESH,Tirupati,GUDUR,safe
570,ANDHRA PRADESH,Tirupati,K V B PURAM,safe
571,ANDHRA PRADESH,Tirupati,KOTA,safe
572,ANDHRA PRADESH,Tirupati,NAGALAPURAM,safe
573,ANDHRA PRADESH,Tirupati,NAIDUPETA,safe
574,ANDHRA PRADESH,Tirupati,NARAYANAVANAM,safe
575,ANDHRA PRADESH,Tirupati,OJILI,safe
576,ANDHRA PRADESH,Tirupati,PAKALA,safe
577,ANDHRA PRADESH,Tirupati,PELLAKUR,safe
578,ANDHRA PRADESH,Tirupati,PICHATUR,safe
579,ANDHRA PRADESH,Tirupati,PUTTUR,safe
580,ANDHRA PRADESH,Tirupati,RAMACHANDRAPURAM-17,safe
581,ANDHRA PRADESH,Tirupati,RENIGUNTA,safe
582,ANDHRA PRADESH,Tirupati,SATYAVEDU,safe
583,ANDHRA PRADESH,Tirupati,SRIKALAHASTI,safe
584,ANDHRA PRADESH,Tirupati,SULLURPETA,safe
585,ANDHRA PRADESH,Tirupati,TADA,safe
586,ANDHRA PRADESH,Tirupati,THOTTAMBEDU,safe
587,ANDHRA PRADESH,Tirupati,TIRUPATI,safe
588,ANDHRA PRADESH,Tirupati,TIRUPATI URBAN,safe
589,ANDHRA PRADESH,Tirupati,VADAMALAPETA,safe
590,ANDHRA PRADESH,Tirupati,VAKADU,safe
591,ANDHRA PRADESH,Tirupati,VARADAIAHPALEM,safe
592,ANDHRA PRADESH,Tirupati,VENKATAGIRI,safe
593,ANDHRA PRADESH,Tirupati,YARRAVARIPALEM,safe
594,ANDHRA PRADESH,Tirupati,YERPEDU,safe
595,ANDHRA PRADESH,Visakhapatnam,ANANDAPURAM,safe
596,ANDHRA PRADESH,Visakhapatnam,BHEEMUNIPATNAM,safe
597,ANDHRA PRADESH,Visakhapatnam,GAJUWAKA,safe
598,ANDHRA PRADESH,Visakhapatnam,GOPALAPATNAM,safe
599,ANDHRA PRADESH,Visakhapatnam,MAHARANIPETA,safe
600,ANDHRA PRADESH,Visakhapatnam,MULAGADA,safe
601,ANDHRA PRADESH,Visakhapatnam,PADMANABHAM,safe
602,ANDHRA PRADESH,Visakhapatnam,PEDDAGANTYADA,safe
603,ANDHRA PRADESH,Visakhapatnam,PENDURTHI,safe
604,ANDHRA PRADESH,Visakhapatnam,SEETHAMMADHARA,safe
605,ANDHRA PRADESH,Visakhapatnam,VISAKHAPATNAM RURAL,critical
606,ANDHRA PRADESH,Vizianagaram,BADANGI,safe
607,ANDHRA PRADESH,Vizianagaram,BHOGHAPURAM,safe
608,ANDHRA PRADESH,Vizianagaram,BOBBILI,safe
609,ANDHRA PRADESH,Vizianagaram,BONDAPALLE,safe
610,ANDHRA PRADESH,Vizianagaram,CHEEPURUPALLE,safe
611,ANDHRA PRADESH,Vizianagaram,DATTIRAJERU,safe
612,ANDHRA PRADESH,Vizianagaram,DENKADA,safe
613,ANDHRA PRADESH,Vizianagaram,GAJAPATHINAGARAM,safe
614,ANDHRA PRADESH,Vizianagaram,GANTYADA,safe
615,ANDHRA PRADESH,Vizianagaram,GARIVIDI,safe
616,ANDHRA PRADESH,Vizianagaram,GURLA,safe
617,ANDHRA PRADESH,Vizianagaram,JAMI,safe
618,ANDHRA PRADESH,Vizianagaram,KOTHAVALASA,safe
619,ANDHRA PRADESH,Vizianagaram,LAKKAVARAPUKOTA,safe
620,ANDHRA PRADESH,Vizianagaram,MENTADA,safe
621,ANDHRA PRADESH,Vizianagaram,MERAKAMUDIDAM,safe
622,ANDHRA PRADESH,Vizianagaram,NELLIMARLA,safe
623,ANDHRA PRADESH,Vizianagaram,PUSAPATIREGA,safe
624,ANDHRA PRADESH,Vizianagaram,RAJAM,safe
625,ANDHRA PRADESH,Vizianagaram,RAMABHADRAPURAM,safe
626,ANDHRA PRADESH,Vizianagaram,REGIDIAMADALAVALASA,safe
627,ANDHRA PRADESH,Vizianagaram,SANTHAKAVITI,safe
628,ANDHRA PRADESH,Vizianagaram,SRUNGAVARAPUKOTA,safe
629,ANDHRA PRADESH,Vizianagaram,THERLAM,safe
630,ANDHRA PRADESH,Vizianagaram,VANGARA,safe
631,ANDHRA PRADESH,Vizianagaram,VEPADA,safe
632,ANDHRA PRADESH,Vizianagaram,VIZIANAGARAM MANDAL,safe
633,ANDHRA PRADESH,West Godavari,ACHANTA,safe
635,ANDHRA PRADESH,West Godavari,ATTILI,safe
638,ANDHRA PRADESH,West Godavari,IRAGAVARAM,safe
645,ANDHRA PRADESH,West Godavari,PENUGONDA,safe
646,ANDHRA PRADESH,West Godavari,PENUMANTRA,safe
648,ANDHRA PRADESH,West Godavari,TADEPALLIGUDEM,safe
649,ANDHRA PRADESH,West Godavari,TANUKU,safe
653,ANDHRA PRADESH,Y.S.R Kadapa,ATLUR,safe
654,ANDHRA PRADESH,Y.S.R Kadapa,B KODUR,safe
655,ANDHRA PRADESH,Y.S.R Kadapa,BADVEL,safe
656,ANDHRA PRADESH,Y.S.R Kadapa,BRAHMAMGARIMATTAM,safe
657,ANDHRA PRADESH,Y.S.R Kadapa,CHAKNAYAPET,safe
658,ANDHRA PRADESH,Y.S.R Kadapa,CHAPAD,safe
659,ANDHRA PRADESH,Y.S.R Kadapa,CHENNUR,safe
660,ANDHRA PRADESH,Y.S.R Kadapa,CHINTHA KOMMADINNE,safe
661,ANDHRA PRADESH,Y.S.R Kadapa,CUDDAPAH MANDAL,safe
662,ANDHRA PRADESH,Y.S.R Kadapa,DUVVUR,safe
663,ANDHRA PRADESH,Y.S.R Kadapa,GOPAVARAM,safe
664,ANDHRA PRADESH,Y.S.R Kadapa,JAMMALAMADUGU,safe
665,ANDHRA PRADESH,Y.S.R Kadapa,KALASAPADU,safe
666,ANDHRA PRADESH,Y.S.R Kadapa,KAMALAPURAM,safe
667,ANDHRA PRADESH,Y.S.R Kadapa,KHAJIPET,safe
668,ANDHRA PRADESH,Y.S.R Kadapa,KONDAPURAM,safe
669,ANDHRA PRADESH,Y.S.R Kadapa,LINGALA,safe
670,ANDHRA PRADESH,Y.S.R Kadapa,MUDDANUR,safe
671,ANDHRA PRADESH,Y.S.R Kadapa,MYLAVARAM,safe
672,ANDHRA PRADESH,Y.S.R Kadapa,PEDDAMUDIUM,safe
673,ANDHRA PRADESH,Y.S.R Kadapa,PENDLIMARRI,safe
674,ANDHRA PRADESH,Y.S.R Kadapa,PORUMAMILLA,safe
675,ANDHRA PRADESH,Y.S.R Kadapa,PRODDUTUR,safe
676,ANDHRA PRADESH,Y.S.R Kadapa,PULIVENDLA,safe
677,ANDHRA PRADESH,Y.S.R Kadapa,RAJU PALEM,safe
678,ANDHRA PRADESH,Y.S.R Kadapa,S MYDUKUR,safe
679,ANDHRA PRADESH,Y.S.R Kadapa,SIDHOUT,safe
680,ANDHRA PRADESH,Y.S.R Kadapa,SIMHADRIPURAM,safe
681,ANDHRA PRADESH,Y.S.R Kadapa,SRI AVADHUTHA KASINAYANA,safe
682,ANDHRA PRADESH,Y.S.R Kadapa,THANDUR,safe
683,ANDHRA PRADESH,Y.S.R Kadapa,VALLUR,safe
684,ANDHRA PRADESH,Y.S.R Kadapa,VEERAPUNAYUNIPALLE,safe
685,ANDHRA PRADESH,Y.S.R Kadapa,VEMPALLE,safe
686,ANDHRA PRADESH,Y.S.R Kadapa,VEMULA,safe
687,ANDHRA PRADESH,Y.S.R Kadapa,VONTIMITTA,safe
688,ANDHRA PRADESH,Y.S.R Kadapa,YERRAGUNTLA,safe
689,ARUNACHAL PRADESH,CHANGLANG,Bordumsa,safe
690,ARUNACHAL PRADESH,CHANGLANG,Changlang,safe
691,ARUNACHAL PRADESH,CHANGLANG,Diyun,safe
692,ARUNACHAL PRADESH,CHANGLANG,Khagam,safe
693,ARUNACHAL PRADESH,CHANGLANG,Nampong,safe
694,ARUNACHAL PRADESH,EAST KAMENG,Chayangtajo,safe
695,ARUNACHAL PRADESH,EAST KAMENG,Pakke-Kessang,safe
696,ARUNACHAL PRADESH,EAST KAMENG,Seijosa,safe
697,ARUNACHAL PRADESH,EAST KAMENG,Seppa,safe
698,ARUNACHAL PRADESH,EAST SIANG,Mebo,safe
699,ARUNACHAL PRADESH,EAST SIANG,Pasighat,safe
700,ARUNACHAL PRADESH,EAST SIANG,Ramle Bango,safe
701,ARUNACHAL PRADESH,EAST SIANG,Ruksin,safe
702,ARUNACHAL PRADESH,LOHIT,Chongkham,safe
703,ARUNACHAL PRADESH,LOHIT,Lekang_Mahadevpur,safe
704,ARUNACHAL PRADESH,LOHIT,Namsai,safe
705,ARUNACHAL PRADESH,LOHIT,Tezu,safe
706,ARUNACHAL PRADESH,LOHIT,Wakro,safe
707,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,Dambuk,safe
708,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,Roing-Koronu,safe
709,ARUNACHAL PRADESH,LOWER SUBANSIRI,Tame Raga,safe
710,ARUNACHAL PRADESH,LOWER SUBANSIRI,Yachuli,safe
711,ARUNACHAL PRADESH,LOWER SUBANSIRI,Ziro I,safe
712,ARUNACHAL PRADESH,PAPUM PARE,Balijan,safe
713,ARUNACHAL PRADESH,PAPUM PARE,Doimukh,safe
714,ARUNACHAL PRADESH,PAPUM PARE,Kimin,safe
715,ARUNACHAL PRADESH,PAPUM PARE,Sagalee,safe
716,ARUNACHAL PRADESH,TIRAP,Kanubari,safe
717,ARUNACHAL PRADESH,TIRAP,Khonsa,safe
718,ARUNACHAL PRADESH,TIRAP,Namsang,safe
719,ARUNACHAL PRADESH,TIRAP,Niausa,safe
720,ARUNACHAL PRADESH,UPPER SUBANSIRI,Daporijo,safe
721,ARUNACHAL PRADESH,UPPER SUBANSIRI,Dumporijo,safe
722,ARUNACHAL PRADESH,WEST KAMENG,Dirang,safe
723,ARUNACHAL PRADESH,WEST KAMENG,Kalaktang,safe
724,ARUNACHAL PRADESH,WEST KAMENG,Nafra,safe
725,ARUNACHAL PRADESH,WEST KAMENG,Singchung,safe
726,ARUNACHAL PRADESH,WEST KAMENG,Thrizino,safe
727,ARUNACHAL PRADESH,WEST SIANG,Basar,safe
728,ARUNACHAL PRADESH,WEST SIANG,Darak,safe
729,ARUNACHAL PRADESH,WEST SIANG,Likabali,safe
730,ARUNACHAL PRADESH,WEST SIANG,Rumgong,safe
731,ASSAM,BAKSA,BAKSA,safe
732,ASSAM,BAKSA,BARAMA,safe
733,ASSAM,BAKSA,DHAMDHAMA,safe
734,ASSAM,BAKSA,GOBARDHANA (PART),safe
735,ASSAM,BAKSA,GORESWAR,safe
736,ASSAM,BAKSA,JALAH,safe
737,ASSAM,BAKSA,NAGRIJULI,safe
738,ASSAM,BAKSA,TAMULPUR,safe
739,ASSAM,BAKSA,TIHU (PART),safe
740,ASSAM,BAKSA,TIHU-BARAMA,safe
741,ASSAM,BARPETA,BAJALI,safe
742,ASSAM,BARPETA,BARPETA,safe
743,ASSAM,BARPETA,BHABANIPUR,safe
744,ASSAM,BARPETA,CHAKCHAKA (PART),safe
745,ASSAM,BARPETA,CHENGA,safe
746,ASSAM,BARPETA,GOBARDHANA (PART),safe
747,ASSAM,BARPETA,GOMAPHULBARI,safe
748,ASSAM,BARPETA,JALAH (PART),safe
749,ASSAM,BARPETA,MANDIA,safe
750,ASSAM,BARPETA,PAKABETBARI,safe
751,ASSAM,BARPETA,RUPOSHI,safe
752,ASSAM,BARPETA,SARUKHETRI,safe
753,ASSAM,BONGAIGAON,BOITAMARI,safe
754,ASSAM,BONGAIGAON,DANGTOL,safe
755,ASSAM,BONGAIGAON,MANIKPUR (PART),safe
756,ASSAM,BONGAIGAON,SRIJANGRAM,safe
757,ASSAM,BONGAIGAON,TAPATTARY,safe
758,ASSAM,CACHAR,BARJALENGA,safe
759,ASSAM,CACHAR,BASKANDI,safe
760,ASSAM,CACHAR,BINNAKANDI,safe
761,ASSAM,CACHAR,BORKHOLA,safe
762,ASSAM,CACHAR,KALAIN,safe
763,ASSAM,CACHAR,KATIGORAH,safe
764,ASSAM,CACHAR,LAKHIPUR,safe
765,ASSAM,CACHAR,NARSINGPUR,safe
766,ASSAM,CACHAR,PALONGHAT,safe
767,ASSAM,CACHAR,RAJABAZAR,safe
768,ASSAM,CACHAR,SALCHAPRA,safe
769,ASSAM,CACHAR,SILCHAR,safe
770,ASSAM,CACHAR,SONAI,safe
771,ASSAM,CACHAR,TAPANG,safe
772,ASSAM,CACHAR,UDARBOND,safe
773,ASSAM,CHIRANG,BOROBAZAR,safe
774,ASSAM,CHIRANG,CHAKCHAKA (PART),safe
775,ASSAM,CHIRANG,GOBARDHANA (PART),safe
776,ASSAM,CHIRANG,MANIKPUR (PART),safe
777,ASSAM,CHIRANG,SIDLI-CHIRANG (PART),safe
778,ASSAM,DARRANG,BECHIMARI,safe
779,ASSAM,DARRANG,DALGAON-SIALMARI,safe
780,ASSAM,DARRANG,KALAIGAON (PART),safe
781,ASSAM,DARRANG,KHOIRABARI (PART),safe
782,ASSAM,DARRANG,PACHIM-MANGALDAI,safe
783,ASSAM,DARRANG,PUB MANGOLDOI,safe
784,ASSAM,DARRANG,SIPAJHAR_PART,safe
785,ASSAM,DHEMAJI,BORDOLONI,safe
786,ASSAM,DHEMAJI,DHEMAJI,safe
787,ASSAM,DHEMAJI,MACHKHOWA,safe
788,ASSAM,DHEMAJI,MURKONGSELEK,safe
789,ASSAM,DHEMAJI,SISIBORGAON,safe
790,ASSAM,DHUBRI,AGAMONI,safe
791,ASSAM,DHUBRI,BILASIPARA (PART),safe
792,ASSAM,DHUBRI,BIRSHINGJARUA,safe
793,ASSAM,DHUBRI,CHAPAR-SALKOCHA (PART),safe
794,ASSAM,DHUBRI,DEBITOLA (PART),safe
795,ASSAM,DHUBRI,FEKAMARI,safe
796,ASSAM,DHUBRI,GAURIPUR,safe
797,ASSAM,DHUBRI,GOLAKGANJ (PART),safe
798,ASSAM,DHUBRI,HATIDHURA (PART),safe
799,ASSAM,DHUBRI,JAMADARHAT,safe
800,ASSAM,DHUBRI,MAHAMAYA (PART),safe
801,ASSAM,DHUBRI,MANKACHAR,safe
802,ASSAM,DHUBRI,NAYERALGA,safe
803,ASSAM,DHUBRI,RUPSI (PART),safe
804,ASSAM,DHUBRI,SOUTH SALMARA,safe
805,ASSAM,DIBRUGARH,BARBARUAH,safe
806,ASSAM,DIBRUGARH,JOYPUR,safe
807,ASSAM,DIBRUGARH,KHOWANG,safe
808,ASSAM,DIBRUGARH,LAHOAL,safe
809,ASSAM,DIBRUGARH,PANITOLA,safe
810,ASSAM,DIBRUGARH,TENGAKHAT,safe
811,ASSAM,DIBRUGARH,TINGKHONG,safe
812,ASSAM,DIMA HASAO,DIYUNG VALLEY,safe
813,ASSAM,DIMA HASAO,DIYUNGBRA,safe
814,ASSAM,DIMA HASAO,HARANGAJAO,safe
815,ASSAM,DIMA HASAO,JATINGA VALLEY,safe
816,ASSAM,DIMA HASAO,NEW SANGBAR,safe
817,ASSAM,GOALPARA,BALIJANA,safe
818,ASSAM,GOALPARA,JALESWAR,safe
819,ASSAM,GOALPARA,KHARMUZA,safe
820,ASSAM,GOALPARA,KRISHNAI,safe
821,ASSAM,GOALPARA,KUCHDHOWA,safe
822,ASSAM,GOALPARA,LAKHIPUR,safe
823,ASSAM,GOALPARA,MATIA,safe
824,ASSAM,GOALPARA,RONGJULI,safe
825,ASSAM,GOLAGHAT,GAMARIGURI,safe
826,ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,safe
827,ASSAM,GOLAGHAT,GOLAGHAT EAST,safe
828,ASSAM,GOLAGHAT,GOLAGHAT NORTH,safe
829,ASSAM,GOLAGHAT,GOLAGHAT SOUTH,safe
830,ASSAM,GOLAGHAT,GOLAGHAT WEST,semi_critical
831,ASSAM,GOLAGHAT,KAKODONGA,safe
832,ASSAM,GOLAGHAT,MORONGI,safe
833,ASSAM,HAILAKANDI,ALGAPUR,safe
834,ASSAM,HAILAKANDI,HAILAKANDI,safe
835,ASSAM,HAILAKANDI,KATLICHERRA,safe
836,ASSAM,HAILAKANDI,LALA,safe
837,ASSAM,HAILAKANDI,SOUTH HAILAKANDI,safe
838,ASSAM,JORHAT,JORHAT,safe
839,ASSAM,JORHAT,JORHAT CENTRAL,safe
840,ASSAM,JORHAT,JORHAT EAST,safe
841,ASSAM,JORHAT,KALIAPANI,safe
842,ASSAM,JORHAT,MAJULI,safe
843,ASSAM,JORHAT,NORTH WEST JORHAT,safe
844,ASSAM,JORHAT,TITABOR,safe
845,ASSAM,JORHAT,UJANI MAJULI,safe
846,ASSAM,KAMRUP,BEZERA (PART),safe
847,ASSAM,KAMRUP,BIHDIYA JAJIKONA,safe
848,ASSAM,KAMRUP,BOKO,safe
849,ASSAM,KAMRUP,BONGAON,safe
850,ASSAM,KAMRUP,CHAMARIA,safe
851,ASSAM,KAMRUP,CHAYANI BARDUAR,safe
852,ASSAM,KAMRUP,CHAYGAON,safe
853,ASSAM,KAMRUP,GOROIMARI,safe
854,ASSAM,KAMRUP,HAJO,safe
855,ASSAM,KAMRUP,KAMALPUR,safe
856,ASSAM,KAMRUP,RAMPUR,safe
857,ASSAM,KAMRUP,RANGIA,safe
858,ASSAM,KAMRUP,RANI (PART),safe
859,ASSAM,KAMRUP,SUALKUCHI,safe
860,ASSAM,KAMRUP (M),CHANDRAPUR,safe
861,ASSAM,KAMRUP (M),DIMORIA,safe
862,ASSAM,KAMRUP (M),GUWAHATI,semi_critical
863,ASSAM,KAMRUP (M),RANI (PART),safe
864,ASSAM,KARBI ANGLONG,AMRI,safe
865,ASSAM,KARBI ANGLONG,BOKAJAN,safe
866,ASSAM,KARBI ANGLONG,CHINTHONG,safe
867,ASSAM,KARBI ANGLONG,HOWRAGHAT,safe
868,ASSAM,KARBI ANGLONG,LANGSOMEPI,safe
869,ASSAM,KARBI ANGLONG,LUMBAJONG,safe
870,ASSAM,KARBI ANGLONG,NILIP,safe
871,ASSAM,KARBI ANGLONG,RONGKHANG,safe
872,ASSAM,KARBI ANGLONG,RONGMONGWAY,safe
873,ASSAM,KARBI ANGLONG,SAMELANGSO,safe
874,ASSAM,KARBI ANGLONG,SOCHENG,safe
875,ASSAM,KARIMGANJ,BADARPUR,safe
